2026-03-22 16:42:58 | INFO  | automation_framework.tests | [TEST START] tests/api/test_api_client.py::test_api_client_get
2026-03-27 16:26:20 | INFO  | automation_framework.api_client | [API REQUEST JSON] {'username': 'admin', 'password': '123456'}
2026-03-27 16:26:20 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=200
2026-03-27 16:26:20 | INFO  | automation_framework.api_client | [API RESPONSE BODY] {"message": "success"}
2026-03-27 16:26:20 | INFO  | automation_framework.tests | [TEST END] tests/api/test_api_client.py::test_api_client_post
2026-03-27 16:26:20 | INFO  | automation_framework.tests | [TEST START] tests/api/test_auth_api.py::test_auth_login
2026-03-27 16:26:20 | INFO  | automation_framework.tests | [TEST END] tests/api/test_auth_api.py::test_auth_login
2026-03-27 16:26:20 | INFO  | automation_framework.tests | [TEST START] tests/api/test_user_api.py::test_get_users
2026-03-27 16:26:20 | INFO  | automation_framework.tests | [TEST END] tests/api/test_user_api.py::test_get_users
2026-03-27 16:26:20 | INFO  | automation_framework.tests | [TEST START] tests/api/test_user_api.py::test_get_user_by_id
2026-03-27 16:26:20 | INFO  | automation_framework.tests | [TEST END] tests/api/test_user_api.py::test_get_user_by_id
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST START] tests/api/test_api_client.py::test_api_client_get
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API REQUEST] GET https://fake-api.com/users
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=200
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API RESPONSE BODY] {"message": "success"}
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST END] tests/api/test_api_client.py::test_api_client_get
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST START] tests/api/test_api_client.py::test_api_client_post
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API REQUEST] POST https://fake-api.com/auth/login
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API REQUEST JSON] {'username': 'admin', 'password': '123456'}
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=200
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API RESPONSE BODY] {"message": "success"}
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST END] tests/api/test_api_client.py::test_api_client_post
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST START] tests/api/test_auth_api.py::test_auth_login
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST END] tests/api/test_auth_api.py::test_auth_login
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST START] tests/api/test_user_api.py::test_get_users
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST END] tests/api/test_user_api.py::test_get_users
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST START] tests/api/test_user_api.py::test_get_user_by_id
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST END] tests/api/test_user_api.py::test_get_user_by_id
2026-03-27 16:30:01 | INFO  | automation_framework.tests | [TEST START] tests/api/test_user_api_real.py::test_get_users_real
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API REQUEST] GET https://reqres.in/api/users
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=403
2026-03-27 16:30:01 | INFO  | automation_framework.api_client | [API RESPONSE BODY] <!DOCTYPE html><html lang="en-US"><head><title>Just a moment...</title><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"><meta http-equiv="X-UA-Compatible" content="IE=Edge"><meta name="robots" content="noindex,nofollow"><meta name="viewport" content="width=device-width,initial-scale=1"><style>*{box-sizing:border-box;margin:0;padding:0}html{line-height:1.15;-webkit-text-size-adjust:100%;color:#313131;font-family:system-ui,-apple-system,BlinkMacSystemFont,"Segoe UI",Roboto,"Helvetica Neue",Arial,"Noto Sans",sans-serif,"Apple Color Emoji","Segoe UI Emoji","Segoe UI Symbol","Noto Color Emoji"}body{display:flex;flex-direction:column;height:100vh;min-height:100vh}.main-content{margin:8rem auto;padding-left:1.5rem;max-width:60rem}@media (width <= 720px){.main-content{margin-top:4rem}}#challenge-error-text{background-image:url("data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIzMiIgaGVpZ2h0PSIzMiIgZmlsbD0ibm9uZSI+PHBhdGggZmlsbD0iI0IyMEYwMyIgZD0iTTE2IDNhMTMgMTMgMCAxIDAgMTMgMTNBMTMuMDE1IDEzLjAxNSAwIDAgMCAxNiAzbTAgMjRhMTEgMTEgMCAxIDEgMTEtMTEgMTEuMDEgMTEuMDEgMCAwIDEtMTEgMTEiLz48cGF0aCBmaWxsPSIjQjIwRjAzIiBkPSJNMTcuMDM4IDE4LjYxNUgxNC44N0wxNC41NjMgOS41aDIuNzgzem0tMS4wODQgMS40MjdxLjY2IDAgMS4wNTcuMzg4LjQwNy4zODkuNDA3Ljk5NCAwIC41OTYtLjQwNy45ODQtLjM5Ny4zOS0xLjA1Ny4zODktLjY1IDAtMS4wNTYtLjM4OS0uMzk4LS4zODktLjM5OC0uOTg0IDAtLjU5Ny4zOTgtLjk4NS40MDYtLjM5NyAxLjA1Ni0uMzk3Ii8+PC9zdmc+");background-repeat:no-repeat;background-size:contain;padding-left:34px}</style><meta http-equiv="refresh" content="360"></head><body><div class="main-wrapper" role="main"><div class="main-content"><noscript><div class="h2"><span id="challenge-error-text">Enable JavaScript and cookies to continue</span></div></noscript></div></div><script>(function(){window._cf_chl_opt = {cvId: '3',cZone: 'reqres.in',cType: 'managed',cRay: '9e2d5fc23d086038',cH: 'uBrK.Hv_UZDYZyH.uf.qtF8.64jlo31p0CwGh.nMnN8-1774603801-1.2.1.1-4de32m0cWcvk.410E8CdyGxVooAYmEYEKycjd1lUH5B5rYqRWnVdaXE6Ou8H4Z4b',cUPMDTk:"/api/users?__cf_chl_tk=4905fHVzg9tBKquGTswNz_tQ6bzB8CmprRQuVQUkMfE-1774603801-1.0.1.1-l5Ln_wP5SBO8aN8KS6_P7N8Lqc61rWJsWf4N6X6hjvQ",cFPWv: 'g',cITimeS: '1774603801',cTplC:0,cTplO:0,cTplV:5,cTplB: '0',fa:"/api/users?__cf_chl_f_tk=4905fHVzg9tBKquGTswNz_tQ6bzB8CmprRQuVQUkMfE-1774603801-1.0.1.1-l5Ln_wP5SBO8aN8KS6_P7N8Lqc61rWJsWf4N6X6hjvQ",md: 'fBmQLV.5MqKB.li9gUs3KWtR6Gxm8iDM0og.b34Q.ZA-1774603801-1.2.1.1-rRjKcUGTHnX_yhvH5Bk7cfBDb030.1KOEqD1_CqQVYMk3xopX1NFMeehOBDUy97VYzHyjk0E.tyfuaUSim__SWRErumKawCDap28qFp05ax9U4SZPPIMCElIJP1C9i3OVvEoQBk6hZzz6aPW9fR9MR4NBxSJk28YZlp5KIPRAv8QpPnjFyKzPYHpCUVy4LIwAdxSIKRUj2WfCBbFtILc2osdbxsBIoGNjJtgx30qdEUR_plxaYmawM94oS1Eefh6RJLqG59BDZEswH7sIQPnQAgIRFOkPfuPdQi4BfuCQajXGgHsbKbfGiydREb_AeD69yJrD1YXjmhRjxVyoW8M.V1MCpLSAjo2FJ4MBR0LPgZYXPqN8eIltfjKlH0ALL3FEI4o5gLeocyvMu_lOwTX4cq6TdVsO04XFLbKDZ8NC5isu2FQx30ElvMyOUesgwyByGPPv1.CDTEzq1ZbCQmHeFQ5puihjWF.j0KvDeVIg2mNqwfxOZz7I6Njk.zpNFXoT5ng1Jg_XwdegDMdg_Ev6gDQQ0JlaK1Np86SckKRNvNkdGuEYNXP5IWODE8sUuzGe4MIjqm6JiSef1.GI2vLzZj18pXOuZcpbP7o1EjuQEbyRBD3BQkqHSbzJzfn2KQsKEdZQFkVYy0P_IKPt0L9ZamESOqzyh6kKXiyC.TALvC6tHn60M5uFT7.JA2vQ8081Gqei2hgq4HineAaPTQ0Xw1kUzQ0cSXW7HJdYt.QXeYLptSnmfdd6BX79yzk1QvzuhABei46lGhkG4DlPHlZQBdVeG0AajffR4JTCCKR6mV0Mso.cC9Qv8ZBwK0foZR0_HJMWQC6nrDR_U1vchvOHkVoGvUdM9PwEMcmiS_J92kpzYHStjYp6AkAzVPOqwOug2.28RhD4dpOPx6.jQYuknOVERKK7QpskTR8sAsec2mjuGL.euNpbzkvYz3.w6Jn',mdrd: 'RjvkrqWJdi9ZtKQPVIaWjLU5Oct8ttJLU0XCPX9GPBA-1774603801-1.2.1.1-VXQp91zLwiA.9C8OtWngOlZF4QVV65_mqs_yIzQLd.30nUxD642396oZrzs9aRTuWO4MhMGcOSUO1gKsmRkMTFzt6AoIQf310Bg3KA_fXjW21awwV1HV2kPhAKZUvSl1NN0ghQ1SoG0dTq7CCutto2z1C34_t54rd76xiOcPeHiUnR.EJGtrCTtivRuNtLucKbgFp77RGtdgDMdzg5AxryDRQeA84OcN3tQgFInCZUs12og2AhYCX6QFasMwoMM43ow8C0zDPcG1knJLGwKEmEQOpr.dT0HuTMNMBllP7JPvexRR9ys8lcNVLpbq0aDbBi3._Q._qPqiFXs85vsxLQ',};var a = document.createElement('script');a.src = '/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=9e2d5fc23d086038';window._cf_chl_opt.cOgUHash = location.hash === '' && location.href.indexOf('#') !== -1 ? '#' : location.hash;window._cf_chl_opt.cOgUQuery = location.search === '' && location.href.slice(0, location.href.length - window._cf_chl_opt.cOgUHash.length).indexOf('?') !== -1 ? '?' : location.search;if (window.history && window.history.replaceState) {var ogU = location.pathname + window._cf_chl_opt.cOgUQuery + window._cf_chl_opt.cOgUHash;history.replaceState(null, null,"/api/users?__cf_chl_rt_tk=4905fHVzg9tBKquGTswNz_tQ6bzB8CmprRQuVQUkMfE-1774603801-1.0.1.1-l5Ln_wP5SBO8aN8KS6_P7N8Lqc61rWJsWf4N6X6hjvQ"+ window._cf_chl_opt.cOgUHash);a.onload = function() {history.replaceState(null, null, ogU);}}document.getElementsByTagName('head')[0].appendChild(a);}());</script></body></html>
2026-03-27 16:30:02 | INFO  | automation_framework.tests | [TEST END] tests/api/test_user_api_real.py::test_get_users_real
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST START] tests/api/test_api_client.py::test_api_client_get
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API REQUEST] GET https://fake-api.com/users
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=200
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API RESPONSE BODY] {"message": "success"}
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST END] tests/api/test_api_client.py::test_api_client_get
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST START] tests/api/test_api_client.py::test_api_client_post
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API REQUEST] POST https://fake-api.com/auth/login
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API REQUEST JSON] {'username': 'admin', 'password': '123456'}
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=200
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API RESPONSE BODY] {"message": "success"}
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST END] tests/api/test_api_client.py::test_api_client_post
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST START] tests/api/test_auth_api.py::test_auth_login
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST END] tests/api/test_auth_api.py::test_auth_login
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST START] tests/api/test_user_api_real.py::test_get_users_real
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API REQUEST] GET https://reqres.in/api/users
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=403
2026-03-27 16:30:22 | INFO  | automation_framework.api_client | [API RESPONSE BODY] <!DOCTYPE html><html lang="en-US"><head><title>Just a moment...</title><meta http-equiv="Content-Type" content="text/html; charset=UTF-8"><meta http-equiv="X-UA-Compatible" content="IE=Edge"><meta name="robots" content="noindex,nofollow"><meta name="viewport" content="width=device-width,initial-scale=1"><style>*{box-sizing:border-box;margin:0;padding:0}html{line-height:1.15;-webkit-text-size-adjust:100%;color:#313131;font-family:system-ui,-apple-system,BlinkMacSystemFont,"Segoe UI",Roboto,"Helvetica Neue",Arial,"Noto Sans",sans-serif,"Apple Color Emoji","Segoe UI Emoji","Segoe UI Symbol","Noto Color Emoji"}body{display:flex;flex-direction:column;height:100vh;min-height:100vh}.main-content{margin:8rem auto;padding-left:1.5rem;max-width:60rem}@media (width <= 720px){.main-content{margin-top:4rem}}#challenge-error-text{background-image:url("data:image/svg+xml;base64,PHN2ZyB4bWxucz0iaHR0cDovL3d3dy53My5vcmcvMjAwMC9zdmciIHdpZHRoPSIzMiIgaGVpZ2h0PSIzMiIgZmlsbD0ibm9uZSI+PHBhdGggZmlsbD0iI0IyMEYwMyIgZD0iTTE2IDNhMTMgMTMgMCAxIDAgMTMgMTNBMTMuMDE1IDEzLjAxNSAwIDAgMCAxNiAzbTAgMjRhMTEgMTEgMCAxIDEgMTEtMTEgMTEuMDEgMTEuMDEgMCAwIDEtMTEgMTEiLz48cGF0aCBmaWxsPSIjQjIwRjAzIiBkPSJNMTcuMDM4IDE4LjYxNUgxNC44N0wxNC41NjMgOS41aDIuNzgzem0tMS4wODQgMS40MjdxLjY2IDAgMS4wNTcuMzg4LjQwNy4zODkuNDA3Ljk5NCAwIC41OTYtLjQwNy45ODQtLjM5Ny4zOS0xLjA1Ny4zODktLjY1IDAtMS4wNTYtLjM4OS0uMzk4LS4zODktLjM5OC0uOTg0IDAtLjU5Ny4zOTgtLjk4NS40MDYtLjM5NyAxLjA1Ni0uMzk3Ii8+PC9zdmc+");background-repeat:no-repeat;background-size:contain;padding-left:34px}</style><meta http-equiv="refresh" content="360"></head><body><div class="main-wrapper" role="main"><div class="main-content"><noscript><div class="h2"><span id="challenge-error-text">Enable JavaScript and cookies to continue</span></div></noscript></div></div><script>(function(){window._cf_chl_opt = {cvId: '3',cZone: 'reqres.in',cType: 'managed',cRay: '9e2d6041ddae2035',cH: 'PRo3O.18Y2AtcBzmUUqHCg210W4_P7LBg7y6FEgpPBU-1774603822-1.2.1.1-OKsKHbK.8xZuw8etedPUrOC.r9OTdrSy9_7Wj6fo0m4.RIdavuUcCDV7KvoIrrnB',cUPMDTk:"/api/users?__cf_chl_tk=X.0Ar5eU_ml1u5Qw8I6mD1B2XEVWKZ5rwR0IOTnOKnc-1774603822-1.0.1.1-mEO6EMGYi0RZEuidqT0QODXhdf2TOojbHdF6BhAbJms",cFPWv: 'g',cITimeS: '1774603822',cTplC:0,cTplO:0,cTplV:5,cTplB: '0',fa:"/api/users?__cf_chl_f_tk=X.0Ar5eU_ml1u5Qw8I6mD1B2XEVWKZ5rwR0IOTnOKnc-1774603822-1.0.1.1-mEO6EMGYi0RZEuidqT0QODXhdf2TOojbHdF6BhAbJms",md: 'Sx1r823mnAwvNyyX8Kac.xnAgFOEHgxuNOyN2o1xZNE-1774603822-1.2.1.1-r8b29F7AuXCJgLkq2E8Xo.TzkfKFFei3hbMXfEyG2HG4_MiiOWPXTmpSOMJkTmmf5F3fsI0PmQR2N9xbBDno1_Eb6AgddwoxvJYEVg9sXB7y0koUT6wrsNKgpb1hNyOHncER6CiH6FJZJrhSdW_1ONq_3QL0BQCvnkSZcj89GfD7JFeHYKo87k.2IuthR.GA0UUMNzcU4J6dQ8yALKYl2AnqJmE_NnY0VnXo8E2Xjsz1L3frGKIZ3qz9_rHw.plFtJ4ayRbSNU4dP_.1tTzFm7XUX3n_i_.vvIIDBZ8V5JHmk7SMALapzYcvJHk7YbnC59lkw2RevYtwQGlGSci5hDLGAhsidg9781yJrI720AVm132aeIHsEyvmJSx8I4hqaHyYqFxDFj9qUT8QkvzW501iteJMDsZS3Uyk1J3WKLfLX87Wz8.hPpx3mPZTpm65xqlnB3VXbekbcRnMQlSbtR3GL6gvEEufYpPROWBf36x1aqMe642UqfLwDMRIO0avdk.KYvKV2inCDRon4W6sjOAnGDtzQAfbIFf7AGJ6lvFGHYf2mIeqbzFSsIQxTHqD_juumqwxBKX..gNhZzqSBhk16y1V4nzjB3CE8cd9tI4GjfUKuBgWsWS9xysEJu9CeIlDmddfcTmbQgFJ9x5mMTgoAWcGOWZ77Un6MZ_gq_cOvngefqdBEVeP_T3_1sj9gc5M6tR8DxSoWN_egrdYEuf2R.Sv8gmrtUWmOxv2oFrMR8fUE50LBCRg5c4Nxr_hDfUE3swjOWGTgwC41av2WiuVMsmacDqRhihwhaOPOHYQNrLwaAN3P6aBOjsRtiEtG7_L1YxTZ.DnIw03ZfygF80mbZDu1mp._nm2J9piwbbm0x97q7ai6dAtAWN5rFYiauJJv83hUoI7Wrbch44MgoPTNaiU6CnK7FqnP2n4XKwSmLraaY2JPj3TNSHwGYsp',mdrd: 'tbOVjfkwO_IiesXD3vDyJa5OaO5ubt0FjH18vjGMcfc-1774603822-1.2.1.1-.inv832QkPRJFmIEguWEuDxvpGFaWkMhkYaafKUzQEakmKiUxMvDxOOqVqfpiwCvsSot97ezGyjrvr73roqbE2ztoYYhMZ8WzUsr5LzY3aZeZNNmg_IXPxk5XuNZ1mZ7KTxdb3Or7r6qWHf24Sfs7fgX4SR66f2VLz0VXJioo.OEr7z9QVRb9BMk4SbVrL1e7pVhZL5SA7DtOeMQU0fXec9by.0fsyR2MY9eKg1BZFC62W8V3ZWZPqevDwjvbkdKa3_70VOFDz8NOTf3oBRT1j7CFBEwDd9LTZXGGCRHn_B5KVWRdWE_1PQuhYVwJz18zJ.SAki50IVI_8C0b1c.Jw',};var a = document.createElement('script');a.src = '/cdn-cgi/challenge-platform/h/g/orchestrate/chl_page/v1?ray=9e2d6041ddae2035';window._cf_chl_opt.cOgUHash = location.hash === '' && location.href.indexOf('#') !== -1 ? '#' : location.hash;window._cf_chl_opt.cOgUQuery = location.search === '' && location.href.slice(0, location.href.length - window._cf_chl_opt.cOgUHash.length).indexOf('?') !== -1 ? '?' : location.search;if (window.history && window.history.replaceState) {var ogU = location.pathname + window._cf_chl_opt.cOgUQuery + window._cf_chl_opt.cOgUHash;history.replaceState(null, null,"/api/users?__cf_chl_rt_tk=X.0Ar5eU_ml1u5Qw8I6mD1B2XEVWKZ5rwR0IOTnOKnc-1774603822-1.0.1.1-mEO6EMGYi0RZEuidqT0QODXhdf2TOojbHdF6BhAbJms"+ window._cf_chl_opt.cOgUHash);a.onload = function() {history.replaceState(null, null, ogU);}}document.getElementsByTagName('head')[0].appendChild(a);}());</script></body></html>
2026-03-27 16:30:22 | INFO  | automation_framework.tests | [TEST END] tests/api/test_user_api_real.py::test_get_users_real
2026-03-27 16:30:43 | INFO  | automation_framework.tests | [TEST START] tests/api/test_api_client.py::test_api_client_get
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API REQUEST] GET https://fake-api.com/users
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=200
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API RESPONSE BODY] {"message": "success"}
2026-03-27 16:30:43 | INFO  | automation_framework.tests | [TEST END] tests/api/test_api_client.py::test_api_client_get
2026-03-27 16:30:43 | INFO  | automation_framework.tests | [TEST START] tests/api/test_api_client.py::test_api_client_post
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API REQUEST] POST https://fake-api.com/auth/login
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API REQUEST HEADERS] {'Content-Type': 'application/json'}
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API REQUEST JSON] {'username': 'admin', 'password': '123456'}
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API RESPONSE] status_code=200
2026-03-27 16:30:43 | INFO  | automation_framework.api_client | [API RESPONSE BODY] {"message": "success"}
